student_id,student_first_name,student_last_name,student_email,student_major,student_status,student_gpa,student_enrollment_date,department_name,department_id,total_tuition_paid,total_tuition_due,outstanding_balance,total_payments_count,completed_payments_count,pending_payments_count,failed_payments_count,last_payment_date,last_payment_amount,last_payment_method,credit_card_payments_total,bank_transfer_total,check_payments_total,financial_aid_total,total_scholarships_received,scholarship_count,merit_scholarships_total,need_based_scholarships_total,athletic_scholarships_total,departmental_scholarships_total,largest_scholarship_amount,latest_scholarship_date,net_tuition_after_scholarships,scholarship_coverage_rate_pct,payment_success_rate_pct,avg_payment_amount,fall_2024_tuition,fall_2024_scholarships,spring_2024_tuition,spring_2024_scholarships,fall_2023_tuition,fall_2023_scholarships,has_outstanding_balance,is_scholarship_recipient,is_payment_plan_active,is_financial_aid_recipient
66,William,Bryant,hansenemily@example.com,Mathematics,Graduated,3.93,2023-11-09,Mathematics,2,22118.92,25559.909999999996,3440.99,10,8,2,0,2025-12-13,6531.11,Financial Aid,7534.11,6571.01,3317.72,3462.91,16825.54,3,10788.95,3593.35,1041.32,3465.36,14177.42,2025-12-14,5293.379999999997,76.07,80.0,2764.86,5529.73,4206.39,5529.73,4206.39,5529.73,4206.39,True,True,True,True
67,Lisa,Reese,williamsmelvin@example.org,Business,Active,3.58,2023-08-17,Computer Science,1,55772.05,57984.26,2212.21,13,12,1,0,2026-01-04,6830.85,Financial Aid,31122.75,22259.14,3612.35,8039.32,15931.42,0,10713.34,3363.75,4171.4,2205.08,9355.08,2025-03-17,39840.630000000005,28.57,92.31,4647.67,13943.01,3982.86,13943.01,3982.86,13943.01,3982.86,True,True,True,True
68,Patricia,Andersen,ajohnson@example.org,Business,On Leave,2.91,2022-04-14,Computer Science,1,43530.88,47240.34,3709.46,12,10,2,0,2025-10-17,1481.02,Bank Transfer,23628.96,12108.27,2750.53,5503.12,6368.41,1,3000.74,2793.01,783.91,1121.07,5200.11,2025-10-04,37162.47,14.63,83.33,4353.09,10882.72,1592.1,10882.72,1592.1,10882.72,1592.1,True,True,True,True
69,Tiffany,Brewer,ybrooks@example.com,Psychology,On Leave,3.17,2025-02-07,Psychology,8,13806.23,14130.21,323.98,12,10,2,0,2025-08-03,1584.75,Bank Transfer,5797.32,5102.43,994.87,2853.86,7013.8,2,3372.47,3226.14,1420.38,1994.37,3820.3,2025-01-21,6792.429999999999,50.8,83.33,1380.62,3451.56,1753.45,3451.56,1753.45,3451.56,1753.45,True,True,True,True
70,Nicholas,Vega,desireebailey@example.org,Business,Active,3.35,2025-09-01,Computer Science,1,30302.68,31895.61,1592.93,4,3,0,1,2025-04-27,4615.67,Check,13629.86,10851.13,2845.49,5511.08,18390.92,2,11894.13,3817.51,3260.43,4620.52,14451.67,2025-07-01,11911.760000000002,60.69,75.0,10100.89,7575.67,4597.73,7575.67,4597.73,7575.67,4597.73,True,True,False,True
71,David,Irwin,avilatiffany@example.com,History,Active,2.66,2023-08-13,History,7,26680.53,30237.79,3557.26,9,7,2,0,2025-07-20,5598.18,Bank Transfer,13457.38,7256.96,3114.57,2819.97,17396.71,2,9748.4,8162.38,2587.68,2848.41,10649.59,2025-04-24,9283.82,65.2,77.78,3811.5,6670.13,4349.18,6670.13,4349.18,6670.13,4349.18,True,True,True,True
72,Amanda,Morrow,stevenmoore@example.org,Business,On Leave,3.27,2024-03-21,Computer Science,1,24992.26,29397.539999999997,4405.28,13,11,2,0,2025-08-16,2140.2,Financial Aid,7532.24,5540.93,2000.36,4191.1,11886.41,2,6647.48,4655.66,655.66,1511.82,10655.35,2025-12-30,13105.849999999999,47.56,84.62,2272.02,6248.06,2971.6,6248.06,2971.6,6248.06,2971.6,True,True,True,True
73,Daniel,Pacheco,bmendez@example.org,Mathematics,Active,2.23,2024-12-10,Mathematics,2,58059.49,58130.92,71.43,5,2,2,1,2025-08-27,5809.18,Check,33206.98,13952.05,8464.72,6444.5,1603.5,0,758.8,432.85,448.62,180.71,1289.38,2025-12-07,56455.99,2.76,40.0,29029.74,14514.87,400.88,14514.87,400.88,14514.87,400.88,True,True,True,False
74,Arthur,Harper,sanchezbradley@example.com,English,Graduated,2.23,2022-06-12,English,6,41502.87,44600.4,3097.53,16,15,1,0,2025-11-25,6474.08,Financial Aid,23152.55,12872.64,4107.64,10078.83,17056.17,1,10543.38,4523.9,2973.29,3254.26,12929.73,2025-11-22,24446.700000000004,41.1,93.75,2766.86,10375.72,4264.04,10375.72,4264.04,10375.72,4264.04,True,True,True,True
75,Michelle,Brown,jim95@example.net,Mathematics,On Leave,2.91,2022-11-29,Mathematics,2,34960.04,36656.26,1696.22,9,9,0,0,2025-08-10,7409.27,Credit Card,15528.27,13855.28,3701.0,3998.02,12356.75,0,7823.38,6034.57,441.08,3274.82,9884.43,2025-10-17,22603.29,35.35,100.0,3884.45,8740.01,3089.19,8740.01,3089.19,8740.01,3089.19,True,True,False,True
76,Malik,Turner,valerieboyd@example.com,History,On Leave,2.84,2024-09-24,History,7,57675.42,61455.58,3780.16,7,4,2,1,2025-05-29,7109.93,Credit Card,21413.45,19528.89,8199.8,11892.6,19477.94,2,10929.22,8807.75,4873.28,2030.89,12031.8,2025-09-07,38197.479999999996,33.77,57.14,14418.85,14418.85,4869.48,14418.85,4869.48,14418.85,4869.48,True,True,True,True
77,Stacy,Hobbs,conniesimmons@example.com,Mathematics,Active,3.31,2022-04-15,Mathematics,2,13809.06,18029.15,4220.09,3,3,0,0,2025-03-08,5432.0,Bank Transfer,6459.34,2847.97,1804.12,3269.7,11826.36,1,5525.28,5822.37,573.06,1355.6,6944.57,2025-03-24,1982.699999999999,85.64,100.0,4603.02,3452.26,2956.59,3452.26,2956.59,3452.26,2956.59,True,True,False,True
78,Dawn,James,heather62@example.com,Mathematics,Active,3.88,2023-06-03,Mathematics,2,48773.91,48924.36,150.45,17,15,2,0,2025-02-20,6155.64,Check,25085.08,15751.24,3194.94,11607.97,13305.87,2,6775.16,2999.31,1716.07,3029.73,9965.21,2025-11-11,35468.04,27.28,88.24,3251.59,12193.48,3326.47,12193.48,3326.47,12193.48,3326.47,True,True,True,True
79,Thomas,Atkinson,meredith27@example.org,Economics,Active,2.43,2025-01-22,Economics,9,45200.22,47486.17,2285.95,6,4,2,0,2025-04-03,8655.47,Check,13934.45,12422.15,6470.94,7620.07,10973.39,0,6154.76,3547.41,137.0,2069.68,6805.23,2025-03-09,34226.83,24.28,66.67,11300.06,11300.06,2743.35,11300.06,2743.35,11300.06,2743.35,True,True,True,True
80,Angela,Anderson,jonathanrivera@example.org,Business,Graduated,3.96,2025-11-29,Computer Science,1,56504.14,61460.09,4955.95,7,4,2,1,2025-09-05,1161.94,Credit Card,30394.51,11853.22,3640.67,9776.02,19692.26,2,13725.1,5138.48,758.26,5014.03,15724.38,2025-10-03,36811.880000000005,34.85,57.14,14126.03,14126.03,4923.06,14126.03,4923.06,14126.03,4923.06,True,True,True,True
81,Christopher,Hardy,brettbennett@example.net,Economics,Active,2.12,2025-06-06,Economics,9,54310.04,55914.21,1604.17,5,3,2,0,2025-04-02,1595.19,Credit Card,21730.95,19992.6,2795.54,6966.64,1211.8,0,785.43,409.94,108.9,343.11,646.09,2025-07-13,53098.24,2.23,60.0,18103.35,13577.51,302.95,13577.51,302.95,13577.51,302.95,True,True,True,False
82,Jacob,Gill,timothybooth@example.com,English,On Leave,2.18,2025-07-15,English,6,9011.78,13860.54,4848.76,7,5,1,1,2025-07-10,9084.01,Bank Transfer,3522.15,1835.61,1250.72,2065.08,21452.78,0,13064.82,8465.6,2251.57,3762.76,17257.67,2025-07-26,-12440.999999999998,238.05,71.43,1802.36,2252.95,5363.19,2252.95,5363.19,2252.95,5363.19,True,True,True,True
83,Jason,Lee,burgesskaren@example.org,Physics,Active,3.94,2025-09-05,Physics,3,8516.96,11245.8,2728.84,11,9,2,0,2025-07-26,7239.94,Check,3403.31,2860.55,630.86,1555.94,7132.0,2,3920.58,2735.92,590.63,1919.19,4340.44,2025-07-06,1384.9599999999991,83.74,81.82,946.33,2129.24,1783.0,2129.24,1783.0,2129.24,1783.0,True,True,True,True
84,Randy,Allen,kimberly67@example.net,Engineering,Active,3.57,2024-11-09,Engineering,11,17557.8,18329.52,771.72,3,1,1,1,2025-11-21,9131.76,Bank Transfer,10394.54,5860.31,1147.79,2702.51,10864.93,0,5621.22,2981.16,1630.45,1310.72,10290.1,2025-11-15,6692.869999999999,61.88,33.33,17557.8,4389.45,2716.23,4389.45,2716.23,4389.45,2716.23,True,True,True,True
85,Michael,Andrade,ugarcia@example.com,Biology,Active,3.17,2023-04-11,Biology,5,56082.44,56373.3,290.86,11,10,0,1,2025-11-01,2668.84,Check,18866.05,14948.83,6039.25,10139.94,61.06,0,37.47,21.22,4.89,10.66,33.53,2025-04-08,56021.380000000005,0.11,90.91,5608.24,14020.61,15.27,14020.61,15.27,14020.61,15.27,True,True,False,False
86,James,Edwards,hartjeffrey@example.org,Engineering,Active,3.58,2023-04-28,Engineering,11,36899.44,39596.08,2696.64,7,5,1,1,2025-03-12,2837.24,Financial Aid,13566.11,9563.0,1888.99,4709.6,17678.03,0,7647.09,5533.69,3738.01,3875.12,14020.96,2025-02-02,19221.410000000003,47.91,71.43,7379.89,9224.86,4419.51,9224.86,4419.51,9224.86,4419.51,True,True,True,True
87,Brandy,Cortez,elijah53@example.com,Engineering,Active,3.98,2024-04-03,Engineering,11,24934.67,28224.609999999997,3289.94,2,1,1,0,2025-10-12,4645.55,Check,13086.16,7180.72,1693.62,4912.33,7226.8,1,3923.01,2927.66,1193.6,1555.86,5571.2,2025-01-24,17707.87,28.98,50.0,24934.67,6233.67,1806.7,6233.67,1806.7,6233.67,1806.7,True,True,True,True
88,Andrea,Harding,jonathan77@example.com,Business,Active,3.32,2023-01-10,Computer Science,1,28331.46,33119.61,4788.15,10,9,0,1,2025-02-15,9202.8,Financial Aid,13128.32,9333.33,2099.17,4503.71,5273.49,1,3604.52,2003.06,600.69,1218.56,4889.2,2025-10-03,23057.97,18.61,90.0,3147.94,7082.86,1318.37,7082.86,1318.37,7082.86,1318.37,True,True,False,True
89,Gary,Cortez,iwhite@example.net,Economics,Graduated,3.58,2025-03-22,Economics,9,46445.29,48597.15,2151.86,11,9,1,1,2025-10-02,6534.93,Financial Aid,21715.48,11953.53,5550.12,4944.88,24785.91,3,14246.55,7066.99,6887.0,5403.2,13379.97,2025-01-31,21659.38,53.37,81.82,5160.59,11611.32,6196.48,11611.32,6196.48,11611.32,6196.48,True,True,True,True
90,Mary,Jones,duranrobert@example.net,Computer Science,Active,2.35,2024-02-20,Computer Science,1,17779.79,20828.21,3048.42,11,10,0,1,2025-04-27,1317.23,Credit Card,6880.06,6234.75,1311.57,3809.46,9946.17,0,6235.3,4706.92,1366.17,1971.49,8815.33,2025-05-02,7833.620000000001,55.94,90.91,1777.98,4444.95,2486.54,4444.95,2486.54,4444.95,2486.54,True,True,False,True
91,Albert,Wagner,bruce97@example.net,Mathematics,Active,3.05,2024-11-14,Mathematics,2,19582.38,20236.370000000003,653.99,5,4,0,1,2025-10-22,9676.76,Financial Aid,7246.73,5124.6,1860.22,2815.37,1397.92,0,928.54,595.9,164.99,146.13,911.97,2025-02-25,18184.46,7.14,80.0,4895.6,4895.6,349.48,4895.6,349.48,4895.6,349.48,True,True,False,False
92,Andrea,Smith,amanda40@example.net,English,Graduated,3.56,2022-01-25,English,6,17087.77,20319.29,3231.52,7,5,1,1,2025-04-25,9161.72,Credit Card,9722.59,6789.47,1516.15,1810.75,5231.57,3,2964.48,1997.87,906.67,917.58,4175.36,2025-03-12,11856.2,30.62,71.43,3417.55,4271.94,1307.89,4271.94,1307.89,4271.94,1307.89,True,True,True,True
93,Linda,Browning,hullalice@example.org,English,Active,3.01,2024-09-26,English,6,5358.53,9913.89,4555.36,3,3,0,0,2025-11-13,1580.9,Bank Transfer,2685.06,1192.64,283.92,1178.09,18864.28,1,9662.16,4636.18,4563.42,3019.68,13940.23,2025-02-12,-13505.75,352.04,100.0,1786.18,1339.63,4716.07,1339.63,4716.07,1339.63,4716.07,True,True,False,True
94,Lisa,Adams,zmiller@example.com,History,Active,2.6,2024-02-24,History,7,43458.83,47474.990000000005,4016.16,7,6,0,1,2025-05-08,6010.01,Bank Transfer,13801.04,12123.15,6041.42,10481.01,3057.26,2,1400.01,1152.91,532.93,551.15,2781.19,2025-07-15,40401.57,7.03,85.71,7243.14,10864.71,764.32,10864.71,764.32,10864.71,764.32,True,True,False,False
95,Jeremiah,Sutton,valdezmichele@example.org,English,On Leave,3.69,2026-01-01,English,6,26548.89,30475.329999999998,3926.44,13,12,1,0,2025-06-19,8737.66,Bank Transfer,14384.28,6799.88,3600.6,2922.71,7833.09,1,4465.95,3076.1,2113.05,2042.69,7024.47,2025-12-23,18715.8,29.5,92.31,2212.41,6637.22,1958.27,6637.22,1958.27,6637.22,1958.27,True,True,True,True
96,Angela,Brown,warnerchristopher@example.com,English,Active,3.42,2023-07-24,English,6,27700.79,30664.170000000002,2963.38,14,12,1,1,2025-01-26,4722.38,Credit Card,16321.53,5762.66,1924.58,5122.18,6289.35,1,2630.43,2725.92,251.66,909.07,6225.63,2025-07-26,21411.440000000002,22.7,85.71,2308.4,6925.2,1572.34,6925.2,1572.34,6925.2,1572.34,True,True,True,True
97,Tiffany,Dickson,hallrachel@example.net,Economics,Active,3.22,2023-05-14,Economics,9,42489.63,47015.35,4525.72,15,13,2,0,2025-11-27,1387.51,Check,21074.12,15018.03,4065.98,5168.0,15850.57,1,7488.75,4226.99,2216.13,3973.71,15046.78,2025-04-14,26639.059999999998,37.3,86.67,3268.43,10622.41,3962.64,10622.41,3962.64,10622.41,3962.64,True,True,True,True
98,Brandon,Jones,rachel90@example.org,Physics,On Leave,3.27,2023-12-11,Physics,3,26952.69,29367.539999999997,2414.85,6,6,0,0,2025-10-14,8879.89,Bank Transfer,15485.16,7157.67,2789.99,5849.64,7632.69,0,5243.99,3148.31,444.64,1034.86,7541.47,2025-10-30,19320.0,28.32,100.0,4492.11,6738.17,1908.17,6738.17,1908.17,6738.17,1908.17,True,True,False,True
99,Suzanne,Matthews,thickman@example.org,Mathematics,Active,3.99,2023-04-20,Mathematics,2,41363.62,44119.26,2755.64,15,13,1,1,2025-07-11,3731.17,Credit Card,16767.54,15511.37,2902.08,10003.36,22910.14,2,15597.2,9350.21,5174.89,4566.12,14203.56,2025-03-07,18453.480000000003,55.39,86.67,3181.82,10340.91,5727.53,10340.91,5727.53,10340.91,5727.53,True,True,True,True
100,Melissa,Rhodes,patrick21@example.net,History,On Leave,3.21,2024-04-22,History,7,48194.65,49064.19,869.54,11,11,0,0,2025-03-11,2502.8,Financial Aid,28757.01,17798.75,6753.31,8407.21,16426.85,3,6924.48,6557.1,2687.23,3164.18,15027.54,2025-03-10,31767.800000000003,34.08,100.0,4381.33,12048.66,4106.71,12048.66,4106.71,12048.66,4106.71,True,True,False,True
101,Connor,Hall,petersonkayla@example.net,History,Active,3.44,2023-06-05,History,7,40131.9,41184.37,1052.47,17,15,2,0,2025-08-29,6833.35,Check,12197.8,14862.6,5981.03,4507.83,9256.09,3,4603.43,3797.34,328.49,2449.26,8988.89,2025-10-29,30875.81,23.06,88.24,2675.46,10032.98,2314.02,10032.98,2314.02,10032.98,2314.02,True,True,True,True
102,Anthony,Nelson,whenry@example.net,Biology,Active,2.83,2025-02-19,Biology,5,32354.29,34128.07,1773.78,8,6,2,0,2025-06-15,6197.15,Check,12322.52,8164.35,4713.85,5842.6,2028.81,2,880.22,718.43,527.52,239.47,1607.45,2025-08-15,30325.48,6.27,75.0,5392.38,8088.57,507.2,8088.57,507.2,8088.57,507.2,True,True,True,False
103,Erin,Guerrero,bartonkenneth@example.org,Mathematics,Active,3.46,2023-10-08,Mathematics,2,14456.98,17191.22,2734.24,7,7,0,0,2025-04-20,8653.53,Financial Aid,8075.0,2894.14,2003.23,3523.83,11470.42,0,7481.11,4481.0,278.87,2937.39,8617.51,2025-10-17,2986.5599999999995,79.34,100.0,2065.28,3614.24,2867.61,3614.24,2867.61,3614.24,2867.61,True,True,False,True
104,Eric,Dawson,jodistewart@example.org,Psychology,On Leave,2.75,2022-05-15,Psychology,8,52302.06,56699.75,4397.69,16,14,2,0,2025-11-24,7063.29,Financial Aid,18145.18,17597.14,4437.82,11041.92,19668.85,1,12566.4,5959.26,395.59,4555.7,14456.55,2025-04-13,32633.21,37.61,87.5,3735.86,13075.51,4917.21,13075.51,4917.21,13075.51,4917.21,True,True,True,True
105,Sean,Juarez,andersonjacob@example.com,Business,Active,2.18,2025-10-24,Computer Science,1,51002.99,55070.83,4067.84,8,6,2,0,2025-04-18,7925.25,Financial Aid,28133.14,18132.93,4885.45,12172.38,23581.2,0,15491.69,11571.82,4787.36,3681.55,21333.48,2025-09-07,27421.789999999997,46.23,75.0,8500.5,12750.75,5895.3,12750.75,5895.3,12750.75,5895.3,True,True,True,True
106,Dakota,Davis,carlsonkristen@example.com,Business,Active,3.49,2024-02-03,Computer Science,1,9825.61,9866.42,40.81,13,11,2,0,2025-09-21,3679.35,Financial Aid,3605.28,2548.99,1424.6,1819.52,275.17,1,117.25,102.34,71.42,30.63,243.74,2025-09-19,9550.44,2.8,84.62,893.24,2456.4,68.79,2456.4,68.79,2456.4,68.79,True,True,True,False
107,Kimberly,Hardy,ashleyjackson@example.com,Computer Science,Graduated,3.17,2023-09-12,Computer Science,1,43122.33,44312.64,1190.31,7,7,0,0,2025-09-02,9544.57,Financial Aid,23361.22,11580.53,2969.12,10045.38,10856.48,3,6183.77,2563.85,2304.09,2914.66,8869.87,2025-09-20,32265.850000000002,25.18,100.0,6160.33,10780.58,2714.12,10780.58,2714.12,10780.58,2714.12,True,True,False,True
108,Joseph,Thomas,ryanfisher@example.com,Business,On Leave,2.82,2023-02-12,Computer Science,1,12293.1,13969.61,1676.51,9,7,2,0,2025-02-23,9096.96,Financial Aid,6977.52,4302.66,615.59,2831.66,20493.47,3,13943.2,5034.0,191.84,5720.68,14471.6,2025-04-30,-8200.37,166.71,77.78,1756.16,3073.28,5123.37,3073.28,5123.37,3073.28,5123.37,True,True,True,True
109,Sheryl,Le,mwheeler@example.com,Computer Science,Active,3.94,2023-06-27,Computer Science,1,57591.71,59772.81,2181.1,15,13,1,1,2025-09-02,1824.17,Bank Transfer,22042.18,15240.87,5738.1,9347.23,8358.72,1,4833.97,2272.86,714.19,867.96,5679.27,2025-05-07,49232.99,14.51,86.67,4430.13,14397.93,2089.68,14397.93,2089.68,14397.93,2089.68,True,True,True,True
110,Stacy,Cook,vbrock@example.com,Business,Active,3.16,2023-04-06,Computer Science,1,9379.16,10482.64,1103.48,10,7,2,1,2025-04-13,8474.74,Check,5076.73,2866.23,1383.73,1280.14,20010.15,2,8014.96,8845.05,3476.62,4324.05,16668.22,2025-01-31,-10630.990000000002,213.35,70.0,1339.88,2344.79,5002.54,2344.79,5002.54,2344.79,5002.54,True,True,True,True
111,Michele,Mccann,kevinmorrison@example.net,English,Active,2.45,2025-04-21,English,6,37113.3,37853.740000000005,740.44,16,13,2,1,2025-09-09,7349.65,Financial Aid,11207.83,12308.26,2469.27,8661.31,15430.16,1,8026.42,7598.02,4129.2,3351.97,11437.49,2025-01-31,21683.140000000003,41.58,81.25,2854.87,9278.33,3857.54,9278.33,3857.54,9278.33,3857.54,True,True,True,True
112,Tamara,Novak,jessica79@example.org,Economics,Graduated,2.23,2023-04-20,Economics,9,55704.17,59758.33,4054.16,16,15,1,0,2025-11-19,2175.3,Bank Transfer,31085.74,17272.43,5956.85,11289.29,15156.95,1,9678.9,3207.98,3150.32,3725.77,13275.75,2025-03-08,40547.22,27.21,93.75,3713.61,13926.04,3789.24,13926.04,3789.24,13926.04,3789.24,True,True,True,True
113,Kristi,Diaz,brittanygardner@example.net,Mathematics,Graduated,3.69,2023-03-01,Mathematics,2,38060.85,42400.67,4339.82,16,14,2,0,2025-07-12,9021.67,Bank Transfer,19969.45,13208.95,2901.03,9486.67,7430.82,1,4039.42,2200.98,1933.66,943.74,5270.15,2025-12-14,30630.03,19.52,87.5,2718.63,9515.21,1857.7,9515.21,1857.7,9515.21,1857.7,True,True,True,True
114,Jessica,Hahn,samuelcarter@example.net,History,On Leave,2.05,2022-02-24,History,7,48966.28,50719.42,1753.14,6,4,2,0,2025-07-15,8007.09,Financial Aid,28448.56,15999.73,5188.2,6782.11,17635.51,0,8971.47,6224.31,4705.46,2861.56,9458.68,2025-06-03,31330.77,36.02,66.67,12241.57,12241.57,4408.88,12241.57,4408.88,12241.57,4408.88,True,True,True,True
115,Laura,Chambers,cynthiaallen@example.net,Psychology,On Leave,2.06,2025-06-07,Psychology,8,45153.4,47093.89,1940.49,2,1,1,0,2025-04-09,4725.4,Bank Transfer,15128.82,16956.79,4466.99,4727.33,13827.14,1,6739.91,6292.08,1576.14,1704.18,7640.85,2025-09-24,31326.260000000002,30.62,50.0,45153.4,11288.35,3456.78,11288.35,3456.78,11288.35,3456.78,True,True,True,True
116,Nicholas,Cole,iaguilar@example.net,Economics,Active,2.7,2023-09-26,Economics,9,46335.49,47664.72,1329.23,4,3,0,1,2025-12-01,4278.6,Financial Aid,20785.5,13854.07,2453.99,9311.14,22588.27,1,14100.75,9013.47,2043.22,4045.19,15435.5,2025-05-27,23747.219999999998,48.75,75.0,15445.16,11583.87,5647.07,11583.87,5647.07,11583.87,5647.07,True,True,False,True
117,Robert,Johnson,jacqueline89@example.net,Mathematics,On Leave,2.14,2025-07-09,Mathematics,2,38162.13,38229.03,66.9,10,8,2,0,2025-01-30,5659.25,Credit Card,21247.76,10305.13,3280.9,9129.34,9899.25,0,3971.35,4396.66,2094.87,2261.24,7053.07,2025-11-27,28262.879999999997,25.94,80.0,4770.27,9540.53,2474.81,9540.53,2474.81,9540.53,2474.81,True,True,True,True
118,John,Ortega,deborahwilliams@example.net,Business,Active,3.49,2022-06-24,Computer Science,1,21760.31,25079.18,3318.87,18,15,2,1,2025-04-28,3339.83,Credit Card,10734.52,8223.2,1119.77,4081.17,21757.6,1,9177.06,8128.32,4322.91,5194.83,14327.25,2025-12-06,2.710000000002765,99.99,83.33,1450.69,5440.08,5439.4,5440.08,5439.4,5440.08,5439.4,True,True,True,True
119,Karen,Sheppard,grodriguez@example.com,English,Active,2.68,2023-08-22,English,6,25870.24,28627.77,2757.53,12,12,0,0,2025-04-21,5487.26,Bank Transfer,14117.76,6612.41,1991.21,2620.19,17698.25,2,7866.87,7180.98,1629.45,3587.88,10174.22,2025-05-30,8171.990000000002,68.41,100.0,2155.85,6467.56,4424.56,6467.56,4424.56,6467.56,4424.56,True,True,False,True
120,Angela,Watts,seanmyers@example.net,Economics,Graduated,3.55,2025-01-11,Economics,9,20095.79,24182.49,4086.7,5,4,0,1,2025-01-22,8799.9,Financial Aid,11334.3,6624.81,1520.61,2537.74,22436.14,0,9160.3,10220.42,2966.93,2778.05,16292.94,2025-01-20,-2340.3499999999985,111.65,80.0,5023.95,5023.95,5609.03,5023.95,5609.03,5023.95,5609.03,True,True,False,True
121,Michael,Johnson,phillipssamantha@example.org,Computer Science,Graduated,2.31,2024-01-17,Computer Science,1,32991.88,37586.81,4594.93,8,6,1,1,2025-11-29,2150.87,Bank Transfer,19735.41,11375.63,4564.62,5536.47,18242.72,1,8434.62,7469.66,3554.19,2530.19,17038.5,2025-12-01,14749.159999999996,55.29,75.0,5498.65,8247.97,4560.68,8247.97,4560.68,8247.97,4560.68,True,True,True,True
122,Donald,Collins,hmueller@example.com,Business,Active,2.54,2025-10-21,Computer Science,1,45273.19,47571.3,2298.11,17,14,2,1,2025-12-18,3138.19,Check,20534.58,17943.31,6665.68,8022.38,5806.73,1,2693.44,2495.99,793.32,1674.04,5483.2,2025-04-19,39466.46000000001,12.83,82.35,3233.8,11318.3,1451.68,11318.3,1451.68,11318.3,1451.68,True,True,True,True
123,Jennifer,Chavez,evanslisa@example.org,Physics,Active,2.88,2022-06-07,Physics,3,40794.0,44410.12,3616.12,1,1,0,0,2025-02-26,4410.9,Bank Transfer,16787.81,13764.42,3087.01,5625.59,12187.66,3,5274.92,4236.49,2958.76,1628.93,7641.39,2025-07-07,28606.34,29.88,100.0,40794.0,10198.5,3046.91,10198.5,3046.91,10198.5,3046.91,True,True,False,True
124,Daniel,Marsh,zacharyarnold@example.com,Business,Active,2.69,2023-06-01,Computer Science,1,33464.4,34270.060000000005,805.66,14,13,0,1,2025-11-01,8736.58,Check,13486.23,11569.58,3326.48,8276.14,9814.57,0,5350.03,3628.66,309.06,1739.11,8890.85,2025-12-13,23649.83,29.33,92.86,2574.18,8366.1,2453.64,8366.1,2453.64,8366.1,2453.64,True,True,False,True
125,Jesse,Sullivan,jacobsandoval@example.com,Physics,Active,2.97,2025-11-16,Physics,3,14069.39,16924.45,2855.06,2,2,0,0,2025-04-10,6515.74,Bank Transfer,7988.51,4308.0,1660.49,1738.26,13524.95,2,9408.67,5436.14,1260.84,4001.92,12726.93,2025-10-22,544.4399999999987,96.13,100.0,7034.69,3517.35,3381.24,3517.35,3381.24,3517.35,3381.24,True,True,False,True
126,James,Vargas,nsmith@example.org,Biology,Active,2.79,2024-07-01,Biology,5,36183.21,37727.14,1543.93,11,10,1,0,2025-09-21,3242.42,Check,14758.31,10645.46,4975.68,6979.91,19953.26,3,11944.75,7555.92,461.11,4577.43,15152.89,2025-10-20,16229.95,55.15,90.91,3618.32,9045.8,4988.31,9045.8,4988.31,9045.8,4988.31,True,True,True,True
